cv_index,best_posting_index,similarity_score,cv_text,posting_text
10,60170,0.9962713390658915,"Soon-to-be Computer Science graduate eager to continue exploring the inspiring, innovative field of Android Development. As a seasoned intern, I am looking to join an Android Development team with AT&T as a junior developer.","Senior Software Engineer / Team Lead for Android Development (hybrid)
Ziosk is revolutionizing the $472 billion restaurant industry by providing a suite of solutions powered by our enterprise grade software stack that serves casual dining, fast casual, polished casual and QSR restaurants. In 2024, the Ziosk network is poised for rapid growth and we are seeking A+ team members to expand our team in the areas of development, sales and customer service.
SummaryZiosk is looking for a Senior Software Engineer/Team Lead for Android Development with expertise in Android software development to join our team. The ideal candidate will lead a team of developers and contribute to the design, development, and maintenance of Android applications. This role requires a deep understanding of Android SDK, with strong skills in C++, Java, React Native, and Kotlin.
ResponsibilitiesLead and mentor a team of software developers in designing and implementing high-quality mobile applications.Develop applications using C++, Java and React Native and Kotlin for Android devices, eventually for IOS.Develop and maintain advanced applications for the Android platform.Collaborate with cross-functional teams to define, design, and ship new features.Ensure the performance, quality, and responsiveness of applications.Continuously discover, evaluate, and implement new technologies to maximize development efficiency.Manage the entire software development lifecycle including testing, integration, and publishing.Provide code reviews, feedback, and guidance to team members.Maintain code quality, organization, and automatization.
Qualifications & ExperienceBachelor’s degree in Computer Science, Engineering, or a related field.Minimum 5 years of experience developing software applicationsProficient in C++, Java, React Native, and Kotlin.JavaScript (ES6, TypeScript).Familiarity with RESTful APIs to connect Android applications to back-end services.

Ziosk is an Equal Opportunity employer offering competitive benefits and compensation. Candidates must be eligible to work in the U.S. and be able to commute daily to North Dallas. Applicants must be authorized to work for ANY employer in the U.S. We are unable to sponsor or take over sponsorship of an employment Visa currently. No agencies or third-party recruiters, please."
11,29320,0.9972817527342482,"To obtain a position in the field of civil engineering technician where I can apply and impart the knowledge I have gained through experience and college, as well as to acquire new insight through experience and application.","Salary: $90,000/ yearAt least 1-3 years solid experience in Compliance at a financial institution with specific work experience in BSA/AML, OFAC, Sanctions, KYC/CDD/EDD, SAR;Experience with drafting policies & procedures;Experience conducting Compliance reviews· Knowledge of Compliance Systems e.g. RTO Transaction Monitoring Systems, MTS OFAC Sanctions Filtering Systems, Dow Jones and Microsoft Office.· Knowledge of AML investigative processes, Suspicious Activity Reporting requirements, USA PATRIOT Act, Bank Secrecy Act, Department of the Treasury OFAC regulations, Global Sanctions, FinCEN regulations, Federal Reserve Bank of New York and New York Department of Financial Services laws and regulations that are pertinent to the Branch.· Ability to interpret and keep abreast of changes in the local regulatory landscape, assist Head, Compliance, and contribute to their implementation within the Branch."
12,63400,0.9969456000825798,Extremely motivated to constantly develop my skills and grow professionally. I am confident in my ability to come up with innovative solutions and maintain better software development practices.,"Job Title : Powerapps DeveloperContract on w2 onlyLocation : HOUSTON, TX (Hybrid)
The ideal candidate will be responsible for conceptualizing and executing clear, quality code to develop the best software. You will test your code, identify errors, and iterate to ensure quality code. You will also support our customers and partners by troubleshooting any of their software issues.  ResponsibilitiesDetect and troubleshoot software issuesWrite clear quality code for software and applications and perform test reviewsDevelop, implement, and test APIsProvide input on software development projects
QualificationsComfort using programming languages and relational databasesStrong debugging and troubleshooting skills3+ years' of development experience"
13,84971,0.998916242335017,"To obtain a position where Teamwork, Integrity and Professionalism are a high standard in the Company's Mission Statement. All while engaging in new challenges and learning experiences.","Physician - Maternal Fetal Medicine (Accepting MFM fellowship)

""NOW OFFERING $50K SIGN-ON BONUS!!""

Location: Decatur, GA

Job Type: Full-time

New graduate: ""Accepting new MFM fellowship graduate applicants""

License/Certification

Board Certified or Board Eligible (0-5 years from residency) in OB/GYN (REQUIRED)Board Certified or Board Eligible (0-5 years from residency) in Maternal Fetal Medicine subspecialty (REQUIRED)Fellowship-trained in MFM (to be completed prior to start) (REQUIRED)GA license (or willing to obtain) (REQUIRED)

Benefits: All standard benefits are available!!

"
14,93496,0.9992957927823073,Expertise EDA modeler. I like to learn what my data contains and how well I can model it depending on the problem. I can also leverage different visualization tools to aid the understanding of the extracted data and finally use the required ML algorithm to get an outcome.,"Project Details:Job Title: Data ScientistLocation: Remote (W2 candidate only..)Need US. Citizen / Green card/ H4EAD/GCEAD
Job Description: • Looking for Data Analyst who will be responsible for Migrating the ETL and ML pipelines to Databricks• Have experience with the Refactor the Macro code from local Python/R implementation to Databricks (Python/Pyspark) Analytical expert who utilize his/her skills in both technology and social science to find trends and manage data.They use industry knowledge, contextual understanding, skepticism of existing assumptions – to uncover solutions to business challengesCollecting, analysis and clean up dataCreating algorithms for processing catalog products using different data sourcesExperimenting with different models and neural networks, creating model ensemblesCreating a workflow for publishing algorithms to productionStrong skills in a machine and/or deep learning algorithms, data cleaning, feature extraction, and generationDemonstrated computational skills and experience with PythonExperience executing and presenting independent analysis Must have skills:Python(Programming Language)R (Programming Language)PySparkDatabricks "
15,73761,0.9988636778843816,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite education. Bringing 12+ years of teaching expertise to help Amazon's Career Fulfillment students feel the same joy and pride in my comprehensive JavaScript computer science program as my past 150+ high school students. Eager to teach the basics, get students the tools they need, and foster their passion to reach their goals.","Dino Anagnost Youth Symphony OrchestraPart of the Manchester Community Music School New Hampshire Youth Ensembles Program The Dino Anagnost Youth Symphony Orchestra is designed to be a full orchestra ensemble comprised of strings, winds, brass, and percussion players. This orchestra is a unique opportunity for middle and high school students of traditional band and string programs to come together and experience high-level symphonic literature.
The Music Director is the artistic supervisor of the Youth Symphony Orchestra, charged with primary responsibility for the training and artistic development of the Youth Symphony Orchestra; conducting the Youth Symphonic Orchestra at rehearsals and performances; engaging additional qualified individuals needed to assist in training; selecting music to be performed; and auditioning, selecting, and placing members.
In addition, the Music Director is responsible for developing and executing a recruitment program, maintaining close liaisons with school and private music instructors, and carrying out public relations activities on behalf of the New Hampshire Youth Ensembles program. (NHYE)
The Music Director reports to the Executive Director and works closely with the MCMS Faculty, Executive Staff, Ensemble Manager, and student interns. The Music Director carries out all required duties in a manner consistent with the policies, procedures, goals, and objectives established by the Board of Directors. QUALIFICATIONS:· Prior conducting experience and knowledge of orchestral literature· Demonstrated leadership qualities while conducting and teaching· Strong communication skills; both interpersonal and with a large audience· Excellent organizational skills MUSICAL RESPONSIBILITIES· Coordinate with Ensemble Manager and Executive Director on the printing, purchase, or rental of scores; ensure that all bowings and markings are clear and consistent before study parts are copied.· Stays abreast of repertoire for youth instrumentalists choosing repertoire appropriate to the group; ensures the effective use of all orchestra players.· Oversees spring and fall auditions for NHYE ensembles, placing students and determining leadership positions within the Youth Symphony Orchestra.· Conducts all rehearsals and concerts as agreed by contract.· Exercises leadership in developing the total artistic quality of the orchestra.· Collaborate with the Executive Director and Staff in developing long-range artistic plans for the orchestra such as: special concerts, chamber ensemble programs, tours, etc.· Select coaches, judges, and guest artists, as needed.· Determine the stage setup to present the orchestra at its best acoustically and visually; collaborate with Executive Director and Ensemble Manager in arranging for any special musical needs. NON - MUSICAL RESPONSIBILITIES· Assists the Ensemble Manager as liaison with schools and community music educators to develop a collaborative working relationship.· Assist the Ensemble Manager in the development and implementation of a recruitment program in the local community through the public schools and their music instructors.· Assist the Executive Director in playing a visible and active role in the community; help develop the overall public image of the orchestra in the community and beyond.· Stay abreast of artistic activities in the orchestra field; recommend to the Executive Director new activities that may advance the orchestra’s objectives.· Strengthen the voluntary culture of the NHYE program by working with Board members, parents, and other volunteers on special projects designed to help the orchestra. OTHERMeet with the other MCMS Ensemble Conductors to coordinate auditions, concerts, and events and to facilitate long-term strategic planning and comprehensive program growth.Perform other duties as assigned by the Executive Director.Anticipated time commitment of 5 to 8 hours a week.
Application Procedure: Send resume and cover letter to the executive director, Polly Towner, Polly@mcmusicschool.org APPLICATION DEADLINE: May 17, 2024"
16,96226,0.9989708641953042,I want to join a role where I can experiment and learn with new types of data and increase my ability to build more complex models in the future.,"About Our ClientOur client powers real-time business communications and data solutions that help companies and developers worldwide build better applications and customer experiences. Although headquartered in San Francisco, the hiring company has a global presence in South America, Europe, Asia, and Australia and actively promotes diversity, equity & inclusion in all business operations.
About the RoleThis position is needed to support the Segment Sales organization. Segment streamlines data infrastructure with a single platform that collects, unifies, and sends data to hundreds of business tools, enabling customers to focus on product development and personalized customer engagement. The focus is on growing and expanding the Growth business segment by identifying new revenue opportunities and enhancing customer engagement.
ResponsibilitiesIn this role, you will be responsible for:Driving opportunities through the entire sales cycle from pipeline generation to close and post-sales.Employing a value-oriented sales methodology focusing on customer data and marketing activation use cases.Expanding the growth & adoption of Segment in the Growth business segment.Leading the cross-functional team from Pre-Sales to Customer Success collaboration.Conducting pipeline generation activities to develop expanded opportunities from the existing customer base and new target accounts.Delivering persuasive presentations of Segment's product and vision to diverse stakeholders.Providing accurate forecasts and visibility on sales performance by actively managing the opportunity pipeline.Coordinating with internal teams to navigate complex sales cycles efficiently.Collaborating with team members to drive company-wide deployments of Segment use cases.
QualificationsRequired:1+ years of quota-carrying sales experience, primarily with Growth accounts.Experience in pipeline generation and metrics-based approach.Consistent track record of exceeding quotas.Proficient in SaaS sales methodologies.Understanding of the Martech industry and data-driven business decisions.Modern sales process expertise with strong analytical skills.Excellent presentation and influencing skills at all levels.
Desired:Cross-selling experience in IT, Marketing, Data, Product, Analytics, and Engineering.Knowledge of CDP or Martech sales.Commercial expertise in structuring SaaS contracts.Experience leveraging data for customer experience initiatives.
LocationThis role is remote-based in the United States with anticipated minimal travel.
What They OfferCompetitive pay, generous time-off, parental and wellness leave, healthcare, retirement savings, and more benefits are offered at the hiring company, subject to location."
17,14710,0.9995253586307992,"Computer Science graduate with 2+ years of experience in systems management, information technology, and data administration. Demonstrated exceptional knowledge in all phases of multiple framework application infrastructures, development, technical process improvement, and system integration.","Summary

The Business System Analyst - Customer Service Solutions will play a critical role in enhancing our customer service capabilities through the effective use of technology. This position involves working closely with both the customer service and Ops Tech department to develop and implement systems that meet the dynamic needs of our customers. The ideal candidate will have a strong background in system analysis, a deep understanding of customer service processes, and the ability to translate business requirements into technical solutions.

Essential Duties And Responsibilities

Conduct thorough analyses of current customer service processes and systems, identifying areas for improvement and innovation.Collaborate with stakeholders across the organization to gather and define requirements for new customer service solutions.Design and implement systems that enhance customer satisfaction, streamline operations, and improve response times.Serve as a liaison between the customer service and Ops tech departments, ensuring clear communication and effective implementation of IT solutions.Develop and maintain detailed documentation for customer service systems, including requirements, system designs, and user manuals.Monitor the performance of implemented solutions, gathering feedback from users, and adjusting as necessary.Stay up to date with the latest technologies and trends in customer service and system analysis to recommend improvements and innovations.Facilitate training sessions for customer service staff on new systems and technologies.

Job Requirements

Bachelor’s degree in information technology, Business Administration, or a related field.5-10 years of experience as a Business System Analyst, with a focus on customer service solutions.Strong understanding of customer service processes and how they can be improved through technology.Experience with EDI system design and implementation preferred.Excellent analytical and problem-solving skills.Ability to communicate complex technical ideas to non-technical stakeholders.Proficiency in relevant software and applications, such as CRM systems and data analysis tools.Strong project management skills, with the ability to lead projects from conception to completion"
18,50459,0.9981138639461258,I am an assistant software engineer working on cloud-based solutions. After working on a couple of Machine Learning application evaluations and deployment I got really engrossed into the domain and would like to work more towards improving myself.,"Job Title: Java Full Stack DeveloperLocation: Berkeley Heights, NJ- OnsiteVisa: H4-Ead, Gc & UscW2Job Description:What you will need to have: Strong client-facing skills and experienceGood understanding of software development patterns, object-oriented design principles, and coding techniques5+ years of practical experience in JAVA/J2EE, Linux, Spring, Kafka, Redis, Cassandra, EJB.Experience working with cloud technology Azure, OpenShift, AWS, Docker etc.Bachelor’s degree from an accredited institution in Computer Science, Information Technology, or related technical discipline or equivalent work experience.5+ years of experience with full stack technologies like Java/J2EE, React or Angular, Spring Boot, OpenShift, producing & consuming REST API’s. 3 - 10 years of experience designing, developing, and implementing software applications and hands on experience with large scale applications at large institutions. What would be great to haveExperience in Agile Software Development methodologies including Scrum.Snowflake development experience.Can-do attitude with a delivery focus.Practical experience with the end-to-end DevOps CI/CD pipeline including one or more of the following: Azure DevOps, Jenkins, Maven, Gitlab, SonarQube. Knowledge of Test-Driven Development (TDD) and/or Behavior-Driven Development (BDD). "
19,46707,0.9362823747134732,Post Graduate Analyst experienced in Business Management and Statistical Analysis. I have a very good grasp on finding the best solution for a business and applying them.,"Job Category: Management Trainee

Job Family: Operations

Address: 11451 Chito Samaniego

Primary Location: US-TX-El Paso

Employer: Penske Truck Leasing Co., L.P.

Req ID: 2404925"
20,116432,0.9992271832591033,I am Data science enthusiast focused on solving complex problems using machine learning techniques. I try to simplify problems and attack them head on. Always working and striving to be better solution finder.,"Who We Are

We are a small deep-tech startup with specialized capacities in behavior change solutions, offering a proven combination of behavioral psychology, data analytics, and digital communications. Our company focuses effectively on creating science-based solutions that tend to embrace social purpose and enhance the quality of people’s lives by creating a variety of products that use cutting-edge machine learning and data science methods to model, segment, and create the products.

We are seeking a Lead Machine Learning Engineer interested in solving the most challenging problems leveraging Machine Learning, especially Natural Language Processing (NLP) and Natural Language Understanding (NLU), and information retrieval including topical classification, sentiment analysis, and behaviors (user intent detection). Looking for people curious and love problem-solving. You have to like building end-to-end products that have a focus on ethics and reliability.

We are looking for Senior Machine Learning Engineers who assist the Data Science team in analyzing large amounts of data to find patterns and solutions that will provide insights used for solving complex problems. Work will require working in teams to solve large, complex problems to achieve interrelated and interdependent objectives. The Senior Machine Learning Engineer must be self-directed and comfortable supporting the requirements of the machine learning platform.

Responsibilities

Implementing and operating machine learning algorithmsRunning AI systems experiments and testsDesigning and developing machine learning systemsPerforming statistical analyses

Data Collection And Preprocessing

Gather, clean, and preprocess large datasets to make them suitable for machine learning tasks.Collaborate with data engineers and data scientists to ensure data quality and availability.Model Development:Design, build, and train machine learning models using state-of-the-art techniques and frameworks.Experiment with different algorithms and architectures to achieve optimal results.

Feature Engineering

Create and select relevant features from data to improve model performance.Utilize domain knowledge to engineer features that capture important patterns.Model Deployment:Deploy machine learning models into production environments.Work closely with DevOps teams to ensure scalability, reliability, and security.

Monitoring And Optimization

Implement monitoring solutions to track model performance in real-time.Continuously fine-tune and optimize models to maintain or improve accuracy.Collaboration and Communication:Collaborate with cross-functional teams, including data scientists, software engineers, and domain experts.Clearly communicate technical findings and insights to both technical and non-technical stakeholders.

Research And Innovation

Stay up-to-date with the latest developments in machine learning and artificial intelligence.Experiment with emerging technologies and techniques to drive innovation within the organization.

Qualifications

The ideal candidate will have a background in Python, have experience working with large data sets, annotating and formatting data for ML, and have experience in building Machine Learning Platforms, applying Machine Learning, and deploying data-driven solutionsMaster's or PhD degree in Computer Science, Machine Learning, Data Science, or a related field (Ph.D. preferred).Proven experience (7+ years) as a Machine Learning Engineer or a similar role.Proficiency in machine learning frameworks (e.g., TensorFlow, PyTorch) and programming languages like Python, Java, Golang, and Scala. Strong knowledge of machine learning algorithms, deep learning, and statistical modeling.Experience with data pre-processing, feature engineering, and model deployment.Demonstrated strength in data modeling, ETL development, and data warehousingExperience using big data technologies (PostgresDB, Airflow, Kubernetes, Docker, Spark, Data Lakes, TensorFlow)Experience delivering end-to-end projects independently.Experience using business intelligence reporting tools (SuperSet, Power BI, Tableau, etc.).Knowledge of data management fundamentals and data storage principles.Experience with data pipelines and stream-processing systems Knowledge of distributed systems as it pertains to data storage and computing.Proven success in communicating with end-users, technical teams, and senior management to collect requirements, and describe data modeling decisions and data engineering strategy.Knowledge of software engineering best practices across the development life-cycle, including agile methodologies, coding standards, code reviews, version control, build processes, testing, and observability.

Salary: $200k - $250/yr plus bonus and equity."
21,123462,0.9990107106741983,"Machine Learning engineer who has worked on multiple projects with knowledge in big data handling and business analytics. As someone who is always learning, I would love to use my knowledge to provide the best solutions.","Make a difference, protect lives, and achieve your dreams. Build your career with the industry-leading fire, life safety and security company.

Essential Duties & Responsibilities: 

Fire sprinkler foremen use project drawings to interpret installation requirement details accurately and entirely.Delegate appropriate tasks to fitters, mechanics and assistants as needed to fulfill project completion deadlines, meet scheduling requirements, and exceed the goals established by the fire sprinkler manager.Install and test installation of fire suppression equipment in new or retrofit construction projectsFollow designed plans, communicates needed design change to fit actual site requirementsBe responsible for materials delivered to site and for minor fabrication on job site.In charge of updating daily installation progress notes on job contract drawings.If a change to the order is necessary, they bring it to the attention of the manager.Instruct and train helpers, apprentices, or other personnel in the basic process or service, repair, and/or system installationAccurately complete and maintain all paperworkMaintain vehicle and tools as per company policyUse hand tools, electrical, pneumatic, and hydraulic power toolsPerform other duties assigned by management.

Education/Qualification: 

Working knowledge of pipefitting, plumbing regulations, and fire protection codes.Must hold valid state driver's license with acceptable driving record to be approved to drive company vehicle.Requires the ability to display knowledge of principles and practices of fire safety.Requires the ability to display knowledge of codes and regulations related to the work.Requires the ability to display knowledge of basic practices of reviewing official documents for completeness and accuracy.Requires the ability to act in a lead capacity.Requires the ability to recognize and report deviations through inspection programs.Requires the ability to interpret, apply, and explain applicable laws, codes, and regulations.Requires the ability to maintain accurate records and reports.Requires the ability to understand and follow oral and written directions.Requires the ability to use or repair small/light equipment, such as power tools, ladders, medium equipment and machinery

Other Duties

Adheres to the Code of Conduct, Confidentiality Agreement, and Company Safety Policy.Performs other duties as assigned.

Physical Requirements

While performing the essential functions of this job the employee is regularly required to stand, walk, use hands to finger, handle, or feel, reach with hands or arms, stoop, kneel, crouch, or crawl, and is occasionally required to lift and/or move heavy objects.The work also requires the following physical abilities in order to perform the essential job functions: balancing, climbing, grasping, hearing, mental acuity, pulling, pushing, repetitive motion, speaking, talking, and visual acuity.

#Indeed

Benefits And Perks

Excellent payMedical, dental, visionCompany paid life insuranceCompany paid short term disability401K with employer matchPaid vacation and company holidaysCompany vehicle (if job applicable)

Pye Barker Fire and Safety is an Equal Opportunity Employer"
22,53221,0.9954039904046915,"To design, develop and manage products in the field of consumer electronics devices, networking protocols, internet applications and connected devices. Vision to create personalized experiences based on machine learning.","Join the Visionary Team at Waring Vision Institute: Client Care Liaison Wanted!
Are you a go getter with a passion for creating personalized client experiences? Waring Vision Institute, the premiere destination for vision correction in the low country and beyond, is on the hunt for a dynamic Client Care Liaison to elevate our client service to unparalleled heights! 
Who We Are: At Waring Vision Institute, we redefine vision care. Our state-of-the-art facility offers cutting-edge vision solutions in an environment that exudes sophistication and luxury. We're not just about sight; we're about visionaries. 
As a Client Care Liaison, you'll be an integral part of our team, ensuring every client is treated with the utmost care and attention.
What You'll Do: As a Client Care Liaison, you’ll be the face of our institute, curating unforgettable experiences for our clients. Your role involves:Exquisite Client Engagement: Create WOW experiences by anticipating needs and offering personalized, white-glove service.Luxurious Reception: Welcome clients with a warm smile, making them feel like royalty from the moment they step through our doors.Seamless Coordination: Coordinate appointments, treatments, and consultations with finesse, ensuring a smooth client journey.Brand Ambassadorship: Embody the essence of luxury, representing Waring Vision Institute with style, grace, and sophistication.Feedback Champion: Gather client feedback and contribute to our continuous improvement, ensuring our services are always top-notch.
What We're Looking For:Passion for Luxury: An affinity for upscale experiences and a keen eye for luxury trends.Exceptional Communication: Stellar verbal and written communication skills to engage with a diverse clientele.Tech Savvy: Proficiency in using digital tools and CRM software for efficient client management.Positive Attitude: A can-do spirit, always ready to go above and beyond for our clients.Team Player: Collaborative mindset, eager to work in a dynamic team environment.
Perks of the Role:Competitive Salary with Performance Bonuses Health and Wellness Benefits Generous Paid Time Off Professional Development Opportunities A Supportive, High-Energy Team Environment 
How to Apply: Ready to embark on this journey? To apply, send your resume and a brief cover letter outlining your passion for luxury and client care to JStubing@waringvision.com. Be sure to showcase your personality and why you're the perfect fit for Waring Vision Institute!
Join us in reshaping the vision care landscape At Waring Vision Institute, every day is a sight to behold! #LuxuryCareers #ClientCare #VisionaryOpportunities"
23,73687,0.9989109583724206,"A Software Designer Internship with a client-driven corporation leading the field of wireless communication, where outstanding success in team projects, involving design and implementation of software, as well as proven ability to deliver high quality projects on-time will contribute to the implementation, testing and support of innovative wireless products.","
DescriptionWe are offering an exciting opportunity for a dynamic team member to join our growing Passenger Rail & Transit Group in Boston, MA. In this position, you will get the opportunity to work on several high-level projects throughout the Northeast Region which will instantly enhance your portfolio and give you access to industry-leading experts. Come join our team of professionals and take your career to the next level.
H&H is a full-service infrastructure engineering firm with more than 135 years of experience steeped in solving complex engineering challenges. Consulting firms, contractors and infrastructure owners count on us when innovative design and intricate engineering solutions are required. Our specialty lies in the ability to manage the entire life cycle of engineering services and support. We employ teams of superior engineers that bring a forward-thinking approach using the world’s latest project management, design, and support innovations. As a result, your projects are brought in on time, on budget, and are engineered to the highest standards in design, durability, safety, and aesthetic value.
 Responsibilities Become a team member of the Boston office and contribute to the growth and capabilities of the Passenger Rail & Transit GroupMentor othersAssist in and lead the preparation of bridge design documents, including AutoCAD & Microstation plans, quantities, and design calculationsPrepare bridge design documents, including AutoCAD & Microstation Plans and quantities and design calculationsComplete structural calculations utilizing commercial software and specifications.Occasionally perform bridge inspection and load ratings on local agency structuresQC Drawings, Calculations and Specifications 
RequirementsBS in Civil EngineeringExperience in Bridge design and Plan Production (preferred)PE (preferred)AutoCAD required. Microstation (preferred)Proficiency in Bridge Structural Analysis and Design Software (AASHTOWare, 4D, CSi Bridge, Mathcad)Excellent communication skills and the ability to work well in cooperative, team environments. 
BenefitsWe offer a professional work environment, competitive salary, benefits package, and 401(k).EOE M/F/DISABILITY/VETS"
24,73761,0.9988636778843816,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite education. Bringing 12+ years of teaching expertise to help Amazon's Career Fulfillment students feel the same joy and pride in my comprehensive JavaScript computer science program as my past 150+ high school students. Eager to teach the basics, get students the tools they need, and foster their passion to reach their goals.","Dino Anagnost Youth Symphony OrchestraPart of the Manchester Community Music School New Hampshire Youth Ensembles Program The Dino Anagnost Youth Symphony Orchestra is designed to be a full orchestra ensemble comprised of strings, winds, brass, and percussion players. This orchestra is a unique opportunity for middle and high school students of traditional band and string programs to come together and experience high-level symphonic literature.
The Music Director is the artistic supervisor of the Youth Symphony Orchestra, charged with primary responsibility for the training and artistic development of the Youth Symphony Orchestra; conducting the Youth Symphonic Orchestra at rehearsals and performances; engaging additional qualified individuals needed to assist in training; selecting music to be performed; and auditioning, selecting, and placing members.
In addition, the Music Director is responsible for developing and executing a recruitment program, maintaining close liaisons with school and private music instructors, and carrying out public relations activities on behalf of the New Hampshire Youth Ensembles program. (NHYE)
The Music Director reports to the Executive Director and works closely with the MCMS Faculty, Executive Staff, Ensemble Manager, and student interns. The Music Director carries out all required duties in a manner consistent with the policies, procedures, goals, and objectives established by the Board of Directors. QUALIFICATIONS:· Prior conducting experience and knowledge of orchestral literature· Demonstrated leadership qualities while conducting and teaching· Strong communication skills; both interpersonal and with a large audience· Excellent organizational skills MUSICAL RESPONSIBILITIES· Coordinate with Ensemble Manager and Executive Director on the printing, purchase, or rental of scores; ensure that all bowings and markings are clear and consistent before study parts are copied.· Stays abreast of repertoire for youth instrumentalists choosing repertoire appropriate to the group; ensures the effective use of all orchestra players.· Oversees spring and fall auditions for NHYE ensembles, placing students and determining leadership positions within the Youth Symphony Orchestra.· Conducts all rehearsals and concerts as agreed by contract.· Exercises leadership in developing the total artistic quality of the orchestra.· Collaborate with the Executive Director and Staff in developing long-range artistic plans for the orchestra such as: special concerts, chamber ensemble programs, tours, etc.· Select coaches, judges, and guest artists, as needed.· Determine the stage setup to present the orchestra at its best acoustically and visually; collaborate with Executive Director and Ensemble Manager in arranging for any special musical needs. NON - MUSICAL RESPONSIBILITIES· Assists the Ensemble Manager as liaison with schools and community music educators to develop a collaborative working relationship.· Assist the Ensemble Manager in the development and implementation of a recruitment program in the local community through the public schools and their music instructors.· Assist the Executive Director in playing a visible and active role in the community; help develop the overall public image of the orchestra in the community and beyond.· Stay abreast of artistic activities in the orchestra field; recommend to the Executive Director new activities that may advance the orchestra’s objectives.· Strengthen the voluntary culture of the NHYE program by working with Board members, parents, and other volunteers on special projects designed to help the orchestra. OTHERMeet with the other MCMS Ensemble Conductors to coordinate auditions, concerts, and events and to facilitate long-term strategic planning and comprehensive program growth.Perform other duties as assigned by the Executive Director.Anticipated time commitment of 5 to 8 hours a week.
Application Procedure: Send resume and cover letter to the executive director, Polly Towner, Polly@mcmusicschool.org APPLICATION DEADLINE: May 17, 2024"
25,23308,0.9993122332344143,I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific to data science and machine learning to learn about the subject and create amazing applications to solve real life problems.,"Senior Data Science Lead - Travel AnalyticsLocation: Hybrid Role (Commutable to Atlanta, GA)
Architect cutting-edge Machine Learning solutions.Champion commercial driven Data Science.Nurture a culture of innovation within your team.Mentor emerging talent within the Data Science organization.Produce scalable machine learning algorithms.
• Leadership & Mentorship: Lead and nurture junior data analysts and datascientists, fostering their professional growth and integration into thevibrant culture of our Data Science organization.
• Technical Guidance & Quality Assurance: Act as a subject matter expert inmachine learning, overseeing the technical direction of projects andensuring the delivery of high-quality solutions through code reviews andthe adoption of agile methodologies.
• Innovation & Implementation: Design, develop, and deploy sophisticatedmachine learning algorithms for both batch and real-time data processing,ensuring they are scalable, efficient, and aligned with business goals.
• Algorithm Validation & Performance Monitoring: Lead rigorous statistical analysis to validate machine learning models, collaborate with cross-functional teams to refine algorithms based on empirical data, and establish metrics to monitor their performance continuously.
• Data Mastery & Collaboration: Enhance the team's understanding of travel-related data, including insights from Global Distribution Systems (GDS)and New Distribution Channels (NDC). Work closely with cross-functionalteams to leverage data from various sources for ML development.
Requirements/Qualifications:Educational Background: Must possess a Master’s degree in Data Science, Computer Science, or a related field.
Professional Experience:• Analyzing travel distribution data and crafting complex machine learning algorithms.• Applying agile development practices within the travel distribution context.• Utilizing Python, Big Data technologies, and other data science tools.• Implementing machine learning models and conducting large-scale data analysis with technologies such as Spark, Kafka, Hadoop, and GPUs.• Collaborating with data science and cross-functional teams to design,build, and deploy data science products in a production environment."
26,70041,0.9981008708074225,"Flexible, autonomous graduate with an MS in Computer Science looking to leverage experience building responsive and scalable web apps to solve problems that delight end-users. Motivated to learn from senior engineers while sharing innovative ideas in an environment like Odoo that values personal growth.","Job Role: Java ArchitectJob Type: Full TimeJob Location: Bentonville, Arkansas, United States
Technical / Functional Skills:
Experience developing web applications using J2EE (Strong, expert level)Experience in Core Java, Spring Boot,Kafka, hibernate (Strong, expert level)Experience working with tools like Git, Maven, JFrog, UDeploy.Expertise developing enterprise-level web applications and RESTful APIs using MicroServices, with demonstrable production-scale experience.Demonstrate strong design and programming skills using JSON, Web Services, XML, XSLT, PL/SQL in Unix and Windows environments.Background working with Linux/UNIX environments.Shell scripting experience.· Experience in Network programming Added bonus:Embedded knowledge/experience."
27,1655,0.9893354179279263,"Committed and motivated professional with exceptional customer service and decision making skills. Extensive experience working with a diverse client base and delivering results. High-achieving professional possessing excellent communication, organizational and analytical capabilities. Background in business development, customer service and project management.","Remote P&C Reinsurance Pricing Actuary opening. Perform reinsurance pricing for Professional lines (D&O, E&O, and Medical Professional Liability) as well as Property and General Liability; interact extensively with clients, underwriters, and senior executives. Ideal candidate is ACAS or FCAS with 5-20 years of reinsurance treaty pricing experience, preferably including Professional Liability. (PR12728A)"
