CV_Index,Job_Posting_Index,Similarity_Score
189,116439,0.29317896827287226
190,0,0.0
191,0,0.0
192,0,0.0
193,30366,0.43822602344171435
194,4767,0.273833460176085
195,83406,0.3142438799965056
196,100458,0.3601287900554341
197,0,0.0
198,0,0.0
199,51764,0.44944019926805107
200,0,0.0
201,9665,0.3267188050169636
202,0,0.0
203,116439,0.4524171128195773
204,0,0.0
205,0,0.0
206,102668,0.3636097155609867
207,10638,0.2700477711355965
208,65282,0.2676399369958258
209,81950,0.404780072789226
210,0,0.0
211,0,0.0
212,0,0.0
213,0,0.0
214,0,0.0
215,0,0.0
216,0,0.0
217,117880,0.37692457290426234
218,0,0.0
219,0,0.0
220,80746,0.46655865261035184
221,0,0.0
222,9665,0.23559113276067678
223,32790,0.22328788570637836
224,51764,0.3974479263070954
225,17220,0.33693427089014283
226,51764,0.44944019926805107
227,51091,0.3198618294055847
228,0,0.0
229,6149,0.33763873515157145
230,0,0.0
231,0,0.0
232,0,0.0
233,0,0.0
234,75058,0.24810191105790566
235,0,0.0
236,61171,0.2642048144113733
237,24895,0.3414145455027333
238,15447,0.3357024940773476
239,0,0.0
240,0,0.0
241,0,0.0
242,0,0.0
243,0,0.0
244,0,0.0
245,0,0.0
246,24895,0.4883642587144465
247,0,0.0
248,116439,0.29599136548026983
249,58750,0.21409441144520558
250,0,0.0
251,61881,0.12283153170804118
252,38186,0.39674132695490427
253,4767,0.48697338958745506
254,10638,0.2700477711355965
255,0,0.0
256,51764,0.3558151329680522
257,0,0.0
258,116439,0.45383960486581476
259,0,0.0
260,0,0.0
261,0,0.0
262,0,0.0
263,0,0.0
264,0,0.0
265,116439,0.4943805805873388
266,51764,0.37739012023949664
267,0,0.0
268,65451,0.3752360658687347
269,3589,0.2821877455014707
270,116439,0.27245400272960996
271,80746,0.46655865261035184
272,0,0.0
273,0,0.0
274,116439,0.26622919496130826
275,116439,0.29599136548026983
276,83406,0.3142438799965056
277,116439,0.25457810943794384
278,32080,0.25400584278533794
279,0,0.0
280,77039,0.301431803704594
281,0,0.0
282,30706,0.2819419826014712
283,0,0.0
284,25641,0.31953755194328043
285,15445,0.435894496586207
286,24559,0.25234230063227586
287,0,0.0
288,0,0.0
289,0,0.0
290,35099,0.3254788496707983
291,0,0.0
292,53198,0.323898690753157
293,23687,0.33865859676312515
294,0,0.0
295,0,0.0
296,51964,0.274690701124044
297,0,0.0
298,0,0.0
299,9665,0.2075430246102384
300,0,0.0
301,0,0.0
302,0,0.0
303,30706,0.2819419826014712
304,35099,0.3254788496707983
305,9665,0.24435274472381138
306,79933,0.27005127808665563
307,77039,0.301431803704594
308,0,0.0
309,100838,0.253563494994299
310,99384,0.3610401361118347
311,0,0.0
312,0,0.0
313,51764,0.42150068222302267
314,121111,0.40152321957635595
315,0,0.0
316,0,0.0
317,51764,0.30476353875574663
318,0,0.0
319,0,0.0
320,0,0.0
321,9665,0.24435274472381138
322,0,0.0
323,0,0.0
324,0,0.0
325,0,0.0
326,0,0.0
327,23982,0.32881259546202335
328,0,0.0
329,0,0.0
330,0,0.0
331,117533,0.17593661394118493
332,51764,0.218275631219431
333,0,0.0
334,7764,0.31615937693614365
335,0,0.0
336,0,0.0
337,30503,0.2616755250548735
338,58004,0.3327594804442254
339,0,0.0
340,0,0.0
341,24895,0.4883642587144465
342,0,0.0
343,54126,0.3105846369151195
344,81950,0.404780072789226
345,117880,0.37692457290426234
346,9665,0.24435274472381138
347,35099,0.3254788496707983
348,102668,0.3636097155609867
349,66377,0.2674374192464811
350,0,0.0
351,0,0.0
352,51764,0.37739012023949664
353,0,0.0
354,0,0.0
355,0,0.0
356,116439,0.45383960486581476
357,109104,0.42947916447425766
358,0,0.0
359,7764,0.31615937693614365
360,116439,0.2908661750664481
361,0,0.0
362,0,0.0
363,0,0.0
364,0,0.0
365,6149,0.3459093237516221
366,0,0.0
367,0,0.0
368,13123,0.24844961653320724
369,0,0.0
370,6149,0.3459093237516221
371,0,0.0
372,51764,0.4467202051956645
373,122208,0.2658105825143332
374,57934,0.39014877004900145
375,0,0.0
376,51764,0.3974479263070954
377,0,0.0
378,53198,0.323898690753157
379,98826,0.29170317751455693
380,107400,0.31086416434695985
381,0,0.0
382,0,0.0
383,0,0.0
384,65282,0.24680881709399458
385,0,0.0
386,23687,0.33865859676312515
387,15445,0.435894496586207
388,0,0.0
389,0,0.0
390,116439,0.26622919496130826
391,23982,0.32881259546202335
392,0,0.0
393,113152,0.22001076132017616
394,28888,0.47488288270252427
395,0,0.0
396,0,0.0
397,10638,0.2700477711355965
398,0,0.0
399,0,0.0
400,9665,0.29657680139719267
401,50425,0.259045293305414
402,24895,0.29100846862117113
403,0,0.0
404,27377,0.23995432399245994
405,50381,0.2793696053228499
406,0,0.0
407,116439,0.27245400272960996
408,0,0.0
409,0,0.0
410,0,0.0
411,0,0.0
412,65282,0.2553457812993687
413,116439,0.3872887639047595
414,0,0.0
415,0,0.0
416,6149,0.35623542525384533
417,51091,0.3198618294055847
418,116439,0.25457810943794384
419,9665,0.24435274472381138
420,24559,0.25234230063227586
421,3589,0.25128883697913307
422,116439,0.3695454617232275
423,0,0.0
424,0,0.0
425,0,0.0
426,0,0.0
427,0,0.0
428,50381,0.2793696053228499
429,80746,0.46655865261035184
430,4767,0.41889439177414534
431,0,0.0
432,9665,0.2918718642042115
433,0,0.0
434,0,0.0
435,0,0.0
436,61171,0.2642048144113733
437,61171,0.2642048144113733
438,0,0.0
439,0,0.0
440,116439,0.29558243388533617
441,0,0.0
442,0,0.0
443,102668,0.3636097155609867
444,0,0.0
445,50381,0.2793696053228499
446,116439,0.37001835361427016
447,116439,0.29317896827287226
448,0,0.0
449,0,0.0
450,0,0.0
451,75058,0.24810191105790566
452,79933,0.27005127808665563
453,6149,0.3316651550785715
454,0,0.0
455,23982,0.32881259546202335
456,0,0.0
457,0,0.0
458,0,0.0
459,22169,0.28733651369646374
460,72794,0.29850160068967574
461,0,0.0
462,0,0.0
463,0,0.0
464,15445,0.435894496586207
465,9665,0.29657680139719267
466,116439,0.22194111767000516
467,0,0.0
468,0,0.0
469,0,0.0
470,0,0.0
471,44895,0.30674256880226447
472,6241,0.23060078065833514
473,6149,0.3316651550785715
474,0,0.0
475,0,0.0
476,17220,0.33693427089014283
477,9006,0.277902114620063
478,9665,0.3267188050169636
479,48151,0.3323295556205268
480,3589,0.25128883697913307
481,116439,0.2908661750664481
482,0,0.0
483,9665,0.3267188050169636
484,80746,0.46655865261035184
485,0,0.0
486,0,0.0
487,0,0.0
488,0,0.0
489,9665,0.24435274472381138
490,6149,0.33763873515157145
491,0,0.0
492,0,0.0
493,0,0.0
494,0,0.0
495,50425,0.259045293305414
496,9665,0.2993114044285351
497,0,0.0
498,0,0.0
499,0,0.0
500,9665,0.28604616005640043
501,0,0.0
502,0,0.0
503,111269,0.32159031709607716
504,0,0.0
505,15447,0.3357024940773476
506,30503,0.2616755250548735
507,0,0.0
508,0,0.0
509,0,0.0
510,0,0.0
511,0,0.0
512,0,0.0
513,0,0.0
514,24895,0.29100846862117113
515,0,0.0
516,0,0.0
517,70105,0.3575101981239995
518,0,0.0
519,107400,0.31086416434695985
520,0,0.0
521,0,0.0
522,0,0.0
523,118066,0.4654025887358131
524,0,0.0
525,91025,0.2194654113253473
526,100277,0.26158325641518576
527,0,0.0
528,4767,0.3251770012875236
529,65451,0.3752360658687347
530,28888,0.47488288270252427
531,22169,0.28733651369646374
532,0,0.0
533,4767,0.273833460176085
534,6149,0.3459093237516221
535,0,0.0
536,116439,0.29317896827287226
537,54585,0.28670608681278725
538,116439,0.29558243388533617
539,88489,0.23350449408082824
540,0,0.0
541,101610,0.256008519000231
542,25641,0.31953755194328043
543,116439,0.29317896827287226
544,66377,0.2674374192464811
545,0,0.0
546,116439,0.29599136548026983
547,51764,0.4138183577689251
548,0,0.0
549,9665,0.2993114044285351
550,11959,0.3257597306452518
551,10848,0.4335861049887363
552,0,0.0
553,0,0.0
554,0,0.0
555,0,0.0
556,9665,0.24435274472381138
557,0,0.0
558,38186,0.39674132695490427
559,116439,0.3526444272854089
560,0,0.0
561,9665,0.29657680139719267
562,0,0.0
563,0,0.0
564,99384,0.3610401361118347
565,54585,0.28670608681278725
566,43560,0.21046538713627794
567,61171,0.23743505959560074
568,38109,0.392864633885896
569,0,0.0
570,0,0.0
571,0,0.0
572,25641,0.31953755194328043
573,72794,0.29850160068967574
574,116439,0.41125204182391606
575,50425,0.259045293305414
576,65451,0.3752360658687347
577,7764,0.31615937693614365
578,0,0.0
579,9665,0.2075430246102384
580,70105,0.3807791926518188
581,110052,0.22429393252315336
582,0,0.0
583,0,0.0
584,38672,0.25665188185152665
585,0,0.0
586,0,0.0
587,0,0.0
588,0,0.0
589,0,0.0
590,0,0.0
591,116439,0.36347894571229156
592,0,0.0
593,9665,0.2993114044285351
594,0,0.0
595,99384,0.3859020508998259
596,0,0.0
597,118066,0.2557759457852169
598,0,0.0
599,4767,0.48697338958745506
600,116439,0.22194111767000516
601,116439,0.26622919496130826
602,51685,0.5103358852261096
603,0,0.0
604,27377,0.23995432399245994
605,0,0.0
606,0,0.0
607,116439,0.29558243388533617
608,116439,0.4943805805873388
609,0,0.0
610,0,0.0
611,0,0.0
612,24895,0.3414145455027333
613,0,0.0
614,0,0.0
615,0,0.0
616,51685,0.5103358852261096
617,0,0.0
618,116439,0.2708726717934001
619,0,0.0
620,109104,0.42947916447425766
621,4767,0.273833460176085
622,0,0.0
623,96194,0.33464711259020824
624,0,0.0
625,0,0.0
626,35705,0.25891045591125567
627,0,0.0
628,0,0.0
629,0,0.0
630,0,0.0
631,0,0.0
632,0,0.0
633,116439,0.3066078836294757
634,4767,0.273833460176085
635,0,0.0
636,0,0.0
637,0,0.0
638,0,0.0
639,116439,0.37001835361427016
640,51764,0.3974479263070954
641,117337,0.5385324936100853
642,98826,0.29170317751455693
643,51764,0.4138183577689251
644,51764,0.42150068222302267
645,0,0.0
646,0,0.0
647,0,0.0
648,0,0.0
649,0,0.0
650,0,0.0
651,65282,0.2553457812993687
652,51764,0.26616173035896185
653,0,0.0
654,0,0.0
655,6240,0.31327198364097775
656,0,0.0
657,65282,0.2676399369958258
658,0,0.0
659,0,0.0
660,0,0.0
661,117880,0.37692457290426234
662,116439,0.25457810943794384
663,102668,0.3636097155609867
664,101955,0.2579933091252122
665,116439,0.2708726717934001
666,51091,0.3198618294055847
667,99384,0.3859020508998259
668,80746,0.46655865261035184
669,13123,0.24844961653320724
670,0,0.0
671,116439,0.2908661750664481
672,11959,0.3257597306452518
673,0,0.0
674,77039,0.301431803704594
675,0,0.0
676,116439,0.2941941104732232
677,27377,0.23995432399245994
678,0,0.0
679,0,0.0
680,107400,0.31086416434695985
681,0,0.0
682,0,0.0
683,80051,0.23770246869208025
684,117377,0.3918386684344496
685,48151,0.3323295556205268
686,0,0.0
687,74464,0.29239160155894556
688,9665,0.23559113276067678
689,91025,0.2194654113253473
690,0,0.0
691,70105,0.3575101981239995
692,72794,0.29850160068967574
693,51964,0.274690701124044
694,117533,0.17593661394118493
695,10749,0.23398046755038496
696,0,0.0
697,116439,0.3872887639047595
698,32080,0.25400584278533794
699,65451,0.3752360658687347
700,113,0.20886476578508428
701,23687,0.33865859676312515
702,116439,0.2908661750664481
703,9665,0.2075430246102384
704,0,0.0
705,0,0.0
706,0,0.0
707,116439,0.25457810943794384
708,44895,0.30674256880226447
709,51764,0.41948050750423055
710,0,0.0
711,0,0.0
712,51764,0.3974479263070954
713,0,0.0
714,0,0.0
715,0,0.0
716,51685,0.5103358852261096
717,65282,0.2553457812993687
718,25641,0.31953755194328043
719,0,0.0
720,10848,0.4335861049887363
721,111269,0.32159031709607716
722,0,0.0
723,0,0.0
724,0,0.0
725,0,0.0
726,0,0.0
727,0,0.0
728,23687,0.33865859676312515
729,0,0.0
730,21431,0.26718504812709
731,116439,0.4524171128195773
732,15447,0.3357024940773476
733,0,0.0
734,30706,0.2819419826014712
735,0,0.0
736,61881,0.12283153170804118
737,116439,0.2708726717934001
738,75058,0.24810191105790566
739,0,0.0
740,100838,0.253563494994299
741,101955,0.2579933091252122
742,0,0.0
743,51764,0.3974479263070954
744,75058,0.24810191105790566
745,116439,0.45383960486581476
746,0,0.0
747,13123,0.24844961653320724
748,65451,0.3752360658687347
749,44895,0.30674256880226447
750,61881,0.12283153170804118
751,0,0.0
752,0,0.0
753,0,0.0
754,0,0.0
755,0,0.0
756,32080,0.25400584278533794
757,0,0.0
758,0,0.0
759,6240,0.31327198364097775
760,23982,0.32881259546202335
761,0,0.0
762,0,0.0
763,0,0.0
764,0,0.0
765,118066,0.2557759457852169
766,0,0.0
767,0,0.0
768,100458,0.3601287900554341
769,28888,0.47488288270252427
770,0,0.0
771,0,0.0
772,0,0.0
773,116439,0.45383960486581476
774,83406,0.3142438799965056
775,81950,0.3385404029583125
776,0,0.0
777,0,0.0
778,0,0.0
779,0,0.0
780,80051,0.23770246869208025
781,103196,0.23140835773228666
782,0,0.0
783,0,0.0
784,0,0.0
785,27377,0.23995432399245994
786,0,0.0
787,51764,0.3558151329680522
788,0,0.0
789,0,0.0
790,0,0.0
791,0,0.0
792,0,0.0
793,35705,0.25891045591125567
794,116439,0.3066078836294757
795,0,0.0
796,118066,0.4654025887358131
797,0,0.0
798,51764,0.26616173035896185
799,80051,0.23770246869208025
800,0,0.0
801,0,0.0
802,103291,0.33192401704541014
803,0,0.0
804,0,0.0
805,0,0.0
806,0,0.0
807,0,0.0
808,0,0.0
809,17220,0.33693427089014283
810,99384,0.3610401361118347
811,0,0.0
812,15445,0.435894496586207
813,51764,0.44944019926805107
814,103291,0.33192401704541014
815,73623,0.26426423896927237
816,116439,0.2965769605837478
817,3589,0.25128883697913307
818,0,0.0
819,0,0.0
820,0,0.0
821,17220,0.33693427089014283
822,0,0.0
823,0,0.0
824,88489,0.23350449408082824
825,0,0.0
826,0,0.0
827,72794,0.29850160068967574
828,0,0.0
829,4767,0.4321934793605252
830,10848,0.4335861049887363
831,116439,0.2908661750664481
832,23982,0.32881259546202335
833,103291,0.33192401704541014
834,9665,0.30286687553275715
835,38186,0.39674132695490427
836,0,0.0
837,6241,0.23060078065833514
838,0,0.0
839,51764,0.32943752576338414
840,24559,0.25234230063227586
841,109393,0.40013619093522285
842,51764,0.29386699202407357
843,116439,0.22194111767000516
844,4767,0.48697338958745506
845,9665,0.28604616005640043
846,0,0.0
847,0,0.0
848,0,0.0
849,54585,0.28670608681278725
850,28888,0.47488288270252427
851,0,0.0
852,6149,0.32086060426605645
853,0,0.0
854,0,0.0
855,32790,0.22328788570637836
856,0,0.0
857,0,0.0
858,0,0.0
859,0,0.0
860,0,0.0
861,23982,0.32881259546202335
862,6149,0.3459093237516221
863,88489,0.23350449408082824
864,0,0.0
865,4767,0.41889439177414534
866,38186,0.39674132695490427
867,0,0.0
868,0,0.0
869,107400,0.31086416434695985
870,6240,0.31327198364097775
871,4767,0.48697338958745506
872,0,0.0
873,0,0.0
874,0,0.0
875,0,0.0
876,24559,0.25234230063227586
877,6149,0.33763873515157145
878,107400,0.31086416434695985
879,0,0.0
880,25641,0.31953755194328043
881,0,0.0
882,0,0.0
883,0,0.0
884,9665,0.28604616005640043
885,65451,0.3752360658687347
886,0,0.0
887,27377,0.23995432399245994
888,100458,0.3601287900554341
889,0,0.0
890,0,0.0
891,0,0.0
892,0,0.0
893,96194,0.33464711259020824
894,116439,0.22194111767000516
895,73623,0.26426423896927237
896,107400,0.31086416434695985
897,0,0.0
898,0,0.0
899,75058,0.24810191105790566
900,9665,0.2993114044285351
901,0,0.0
902,0,0.0
903,0,0.0
904,0,0.0
905,7764,0.31615937693614365
906,116439,0.3066078836294757
907,0,0.0
908,0,0.0
909,116439,0.3066078836294757
910,116439,0.3526444272854089
911,116439,0.4524171128195773
912,0,0.0
913,0,0.0
914,99384,0.3610401361118347
915,54585,0.28670608681278725
916,116439,0.2708726717934001
917,0,0.0
918,35705,0.25891045591125567
919,51764,0.408562862394893
920,0,0.0
921,79933,0.27005127808665563
922,43560,0.21046538713627794
923,30706,0.2819419826014712
924,0,0.0
925,0,0.0
926,24559,0.25234230063227586
927,4767,0.4321934793605252
928,101955,0.2579933091252122
929,0,0.0
930,57934,0.39014877004900145
931,0,0.0
932,26325,0.4564265211724527
933,0,0.0
934,0,0.0
935,0,0.0
936,25641,0.31953755194328043
937,6149,0.33763873515157145
938,0,0.0
939,0,0.0
940,81950,0.3385404029583125
941,0,0.0
942,51764,0.218275631219431
943,57934,0.39014877004900145
944,101955,0.2579933091252122
945,0,0.0
946,0,0.0
947,116439,0.45383960486581476
948,0,0.0
949,0,0.0
950,79933,0.27005127808665563
951,9665,0.28604616005640043
952,0,0.0
953,0,0.0
954,0,0.0
955,0,0.0
956,9665,0.2993114044285351
957,0,0.0
958,0,0.0
959,0,0.0
960,0,0.0
961,4767,0.3251770012875236
962,0,0.0
963,65282,0.2553457812993687
964,30503,0.2616755250548735
965,0,0.0
966,0,0.0
967,0,0.0
968,9665,0.3595763146305317
969,0,0.0
970,13123,0.24844961653320724
971,0,0.0
972,100277,0.26158325641518576
973,0,0.0
974,73623,0.26426423896927237
975,0,0.0
976,10848,0.4335861049887363
977,81950,0.404780072789226
978,0,0.0
979,0,0.0
980,0,0.0
981,0,0.0
982,0,0.0
983,0,0.0
984,0,0.0
985,9665,0.30286687553275715
986,0,0.0
987,6149,0.35623542525384533
988,0,0.0
989,0,0.0
990,51764,0.42150068222302267
991,38186,0.39674132695490427
992,0,0.0
993,0,0.0
994,9665,0.28120805962652407
995,110052,0.22429393252315336
996,0,0.0
997,0,0.0
998,0,0.0
999,0,0.0
1000,65282,0.24680881709399458
1001,101955,0.2579933091252122
1002,51091,0.3198618294055847
1003,0,0.0
1004,0,0.0
1005,0,0.0
1006,51764,0.4367029240016809
1007,3589,0.22863738850874518
1008,0,0.0
1009,22169,0.28733651369646374
1010,0,0.0
1011,4767,0.48697338958745506
1012,99384,0.3859020508998259
1013,0,0.0
1014,0,0.0
1015,0,0.0
1016,0,0.0
1017,0,0.0
1018,0,0.0
1019,0,0.0
1020,0,0.0
1021,116439,0.37001835361427016
1022,0,0.0
1023,0,0.0
1024,116439,0.41125204182391606
1025,0,0.0
1026,0,0.0
1027,100838,0.253563494994299
1028,0,0.0
1029,0,0.0
1030,116439,0.2965769605837478
1031,0,0.0
1032,0,0.0
1033,0,0.0
1034,0,0.0
1035,101610,0.256008519000231
1036,25641,0.31953755194328043
1037,6149,0.3316651550785715
1038,24559,0.25234230063227586
1039,9665,0.2993114044285351
1040,0,0.0
1041,101610,0.256008519000231
1042,10638,0.2700477711355965
1043,6149,0.32086060426605645
1044,6241,0.23060078065833514
1045,116439,0.37001835361427016
1046,0,0.0
1047,0,0.0
1048,0,0.0
1049,0,0.0
1050,0,0.0
1051,0,0.0
1052,0,0.0
1053,0,0.0
1054,117377,0.3918386684344496
1055,116439,0.29558243388533617
1056,116439,0.2941941104732232
1057,0,0.0
1058,0,0.0
1059,0,0.0
1060,116439,0.37001835361427016
1061,0,0.0
1062,0,0.0
1063,65282,0.2676399369958258
1064,0,0.0
1065,0,0.0
1066,0,0.0
1067,0,0.0
1068,0,0.0
1069,61881,0.12283153170804118
1070,0,0.0
1071,116439,0.41125204182391606
1072,0,0.0
1073,109104,0.42947916447425766
1074,96194,0.33464711259020824
1075,0,0.0
1076,0,0.0
1077,118066,0.2557759457852169
1078,81950,0.3653987236091594
1079,0,0.0
1080,7764,0.31615937693614365
1081,51091,0.3198618294055847
1082,0,0.0
1083,4767,0.4321934793605252
1084,0,0.0
1085,0,0.0
1086,58004,0.3327594804442254
1087,38109,0.392864633885896
1088,0,0.0
1089,100458,0.3601287900554341
1090,116439,0.3526444272854089
1091,0,0.0
1092,0,0.0
1093,0,0.0
1094,58004,0.3327594804442254
1095,0,0.0
1096,0,0.0
1097,81950,0.404780072789226
1098,72794,0.29850160068967574
1099,0,0.0
1100,13123,0.24844961653320724
1101,7764,0.31615937693614365
1102,0,0.0
1103,0,0.0
1104,0,0.0
1105,10638,0.2700477711355965
1106,0,0.0
1107,0,0.0
1108,0,0.0
1109,32080,0.25400584278533794
1110,0,0.0
1111,50425,0.259045293305414
1112,116439,0.2908661750664481
1113,121111,0.40152321957635595
1114,0,0.0
1115,0,0.0
1116,7764,0.31615937693614365
1117,0,0.0
1118,0,0.0
1119,17220,0.33693427089014283
1120,0,0.0
1121,118066,0.2557759457852169
1122,10749,0.23398046755038496
1123,51764,0.26616173035896185
1124,81950,0.3653987236091594
1125,57934,0.39014877004900145
1126,10749,0.23398046755038496
1127,0,0.0
1128,69503,0.259132896959751
1129,9665,0.2075430246102384
1130,32790,0.22328788570637836
1131,9665,0.30286687553275715
1132,122208,0.2658105825143332
1133,32790,0.22328788570637836
1134,0,0.0
1135,51764,0.4467202051956645
1136,15445,0.435894496586207
1137,50425,0.259045293305414
1138,0,0.0
1139,116439,0.5360800061909988
1140,54585,0.28670608681278725
1141,116439,0.4943805805873388
1142,0,0.0
1143,103291,0.33192401704541014
1144,88489,0.23350449408082824
1145,0,0.0
1146,51764,0.408562862394893
1147,15539,0.20952311880104793
1148,53198,0.323898690753157
1149,109104,0.42947916447425766
1150,0,0.0
1151,0,0.0
1152,9665,0.2918718642042115
1153,0,0.0
1154,23982,0.32881259546202335
1155,9665,0.23559113276067678
1156,0,0.0
1157,0,0.0
1158,0,0.0
1159,0,0.0
1160,122208,0.2658105825143332
1161,0,0.0
1162,0,0.0
1163,25641,0.31953755194328043
1164,0,0.0
1165,0,0.0
1166,4767,0.48697338958745506
1167,117533,0.17593661394118493
1168,0,0.0
1169,51764,0.44944019926805107
1170,3589,0.22863738850874518
1171,61881,0.12283153170804118
1172,116439,0.2908661750664481
1173,0,0.0
1174,0,0.0
1175,50381,0.2793696053228499
1176,43560,0.21046538713627794
1177,53198,0.323898690753157
1178,51764,0.4467202051956645
1179,101955,0.2579933091252122
1180,0,0.0
1181,0,0.0
1182,51764,0.3974479263070954
1183,116439,0.29317896827287226
1184,0,0.0
1185,116439,0.45383960486581476
1186,0,0.0
1187,0,0.0
1188,0,0.0
1189,0,0.0
1190,0,0.0
1191,0,0.0
1192,0,0.0
1193,51764,0.41948050750423055
1194,0,0.0
1195,0,0.0
1196,0,0.0
1197,0,0.0
1198,0,0.0
1199,0,0.0
1200,0,0.0
1201,50381,0.2793696053228499
1202,116439,0.43442213376196853
1203,0,0.0
1204,10848,0.4335861049887363
1205,25641,0.31953755194328043
1206,0,0.0
1207,51764,0.218275631219431
1208,110052,0.22429393252315336
1209,0,0.0
1210,0,0.0
1211,80051,0.23770246869208025
1212,0,0.0
1213,0,0.0
1214,0,0.0
1215,27377,0.23995432399245994
1216,0,0.0
1217,50381,0.2793696053228499
1218,0,0.0
1219,32080,0.25400584278533794
1220,0,0.0
1221,24559,0.25234230063227586
1222,0,0.0
1223,100277,0.26158325641518576
1224,102668,0.3636097155609867
1225,0,0.0
1226,38672,0.25665188185152665
1227,61881,0.12283153170804118
1228,80746,0.46655865261035184
1229,38186,0.39674132695490427
1230,4767,0.3251770012875236
1231,3589,0.25128883697913307
1232,0,0.0
1233,0,0.0
1234,113,0.20886476578508428
1235,51685,0.5103358852261096
1236,0,0.0
1237,0,0.0
1238,0,0.0
1239,6149,0.32086060426605645
1240,51685,0.5103358852261096
1241,21431,0.26718504812709
1242,24895,0.4883642587144465
1243,116439,0.3996679266107461
1244,116439,0.27245400272960996
1245,0,0.0
1246,0,0.0
1247,51764,0.29386699202407357
1248,0,0.0
1249,103196,0.23140835773228666
